   0.00000000       0.00000000    
   3.14159282E-02   1.88484415E-02
   6.28318563E-02   3.76901850E-02
   9.42477882E-02   5.65185398E-02
  0.125663713       7.53268078E-02
  0.157079637       9.41083208E-02
  0.188495561      0.112856388    
  0.219911486      0.131564364    
  0.251327425      0.150225595    
  0.282743365      0.168833464    
  0.314159304      0.187381342    
  0.345575243      0.205862656    
  0.376991183      0.224270806    
  0.408407122      0.242599279    
  0.439823061      0.260841578    
  0.471239001      0.278991193    
  0.502654910      0.297041625    
  0.534070849      0.314986587    
  0.565486789      0.332819611    
  0.596902728      0.350534409    
  0.628318667      0.368124634    
  0.659734607      0.385584116    
  0.691150546      0.402906537    
  0.722566485      0.420085818    
  0.753982425      0.437115878    
  0.785398364      0.453990608    
  0.816814303      0.470704079    
  0.848230243      0.487250298    
  0.879646182      0.503623366    
  0.911062121      0.519817472    
  0.942478061      0.535826921    
  0.973894000      0.551645994    
   1.00530994      0.567269146    
   1.03672588      0.582690656    
   1.06814182      0.597905159    
   1.09955776      0.612907231    
   1.13097370      0.627691507    
   1.16238964      0.642252862    
   1.19380558      0.656585932    
   1.22522151      0.670685768    
   1.25663745      0.684547305    
   1.28805339      0.698165655    
   1.31946933      0.711535871    
   1.35088527      0.724653304    
   1.38230121      0.737513304    
   1.41371715      0.750111282    
   1.44513309      0.762442708    
   1.47654903      0.774503291    
   1.50796497      0.786288619    
   1.53938091      0.797794640    
   1.57079685      0.809017181    
   1.60221279      0.819952309    
   1.63362873      0.830596089    
   1.66504467      0.840944767    
   1.69646060      0.850994647    
   1.72787654      0.860742271    
   1.75929248      0.870183945    
   1.79070842      0.879316509    
   1.82212436      0.888136685    
   1.85354030      0.896641195    
   1.88495624      0.904827237    
   1.91637218      0.912691772    
   1.94778812      0.920231998    
   1.97920406      0.927445352    
   2.01061988      0.934329093    
   2.04203582      0.940880895    
   2.07345176      0.947098434    
   2.10486770      0.952979445    
   2.13628364      0.958521903    
   2.16769958      0.963723779    
   2.19911551      0.968583286    
   2.23053145      0.973098636    
   2.26194739      0.977268219    
   2.29336333      0.981090605    
   2.32477927      0.984564424    
   2.35619521      0.987688422    
   2.38761115      0.990461469    
   2.41902709      0.992882669    
   2.45044303      0.994951069    
   2.48185897      0.996665955    
   2.51327491      0.998026788    
   2.54469085      0.999032974    
   2.57610679      0.999684215    
   2.60752273      0.999980271    
   2.63893867      0.999921024    
   2.67035460      0.999506533    
   2.70177054      0.998736918    
   2.73318648      0.997612476    
   2.76460242      0.996133566    
   2.79601836      0.994300723    
   2.82743430      0.992114604    
   2.85885024      0.989576042    
   2.89026618      0.986685812    
   2.92168212      0.983445108    
   2.95309806      0.979854941    
   2.98451400      0.975916624    
   3.01592994      0.971631587    
   3.04734588      0.967001319    
   3.07876182      0.962027490    
   3.11017776      0.956711829    
   3.14159369      0.951056302    
   3.17300963      0.945062816    
   3.20442557      0.938733578    
   3.23584151      0.932070851    
   3.26725745      0.925076902    
   3.29867339      0.917754352    
   3.33008933      0.910105646    
   3.36150527      0.902133644    
   3.39292121      0.893841088    
   3.42433715      0.885230958    
   3.45575309      0.876306295    
   3.48716903      0.867070258    
   3.51858497      0.857526302    
   3.55000091      0.847677529    
   3.58141685      0.837527573    
   3.61283278      0.827080071    
   3.64424872      0.816338718    
   3.67566466      0.805307448    
   3.70708060      0.793989897    
   3.73849654      0.782390296    
   3.76991248      0.770512640    
   3.80132842      0.758361280    
   3.83274436      0.745940626    
   3.86416030      0.733254790    
   3.89557624      0.720308423    
   3.92699218      0.707106113    
   3.95840812      0.693652570    
   3.98982406      0.679952741    
   4.02123976      0.666011214    
   4.05265570      0.651833177    
   4.08407164      0.637423396    
   4.11548758      0.622787118    
   4.14690351      0.607929587    
   4.17831945      0.592856050    
   4.20973539      0.577572107    
   4.24115133      0.562082708    
   4.27256727      0.546393633    
   4.30398321      0.530510426    
   4.33539915      0.514438689    
   4.36681509      0.498184443    
   4.39823103      0.481752932    
   4.42964697      0.465150297    
   4.46106291      0.448382378    
   4.49247885      0.431455135    
   4.52389479      0.414374828    
   4.55531073      0.397147089    
   4.58672667      0.379778236    
   4.61814260      0.362274438    
   4.64955854      0.344641954    
   4.68097448      0.326887220    
   4.71239042      0.309016138    
   4.74380636      0.291035235    
   4.77522230      0.272950947    
   4.80663824      0.254769683    
   4.83805418      0.236498132    
   4.86947012      0.218142316    
   4.90088606      0.199708998    
   4.93230200      0.181204721    
   4.96371794      0.162636057    
   4.99513388      0.144009858    
   5.02654982      0.125332251    
   5.05796576      0.106610112    
   5.08938169       8.78501013E-02
   5.12079763       6.90588728E-02
   5.15221357       5.02431095E-02
   5.18362951       3.14097330E-02
   5.21504545       1.25649562E-02
   5.24646139      -6.28428301E-03
   5.27787733      -2.51312889E-02
   5.30929327      -4.39693667E-02
   5.34070921      -6.27915859E-02
   5.37212515      -8.15917328E-02
   5.40354109     -0.100362889    
   5.43495703     -0.119098388    
   5.46637297     -0.137791559    
   5.49778891     -0.156435549    
   5.52920485     -0.175024197    
   5.56062078     -0.193550661    
   5.59203672     -0.212008357    
   5.62345266     -0.230390713    
   5.65486860     -0.248690993    
   5.68628454     -0.266903132    
   5.71770048     -0.285020471    
   5.74911642     -0.303036511    
   5.78053236     -0.320944905    
   5.81194830     -0.338739038    
   5.84336424     -0.356413037    
   5.87478018     -0.373960406    
   5.90619612     -0.391374916    
   5.93761206     -0.408650368    
   5.96902800     -0.425780386    
   6.00044394     -0.442759365    
   6.03185987     -0.459581047    
   6.06327581     -0.476239413    
   6.09469175     -0.492728591    
   6.12610769     -0.509042501    
   6.15752363     -0.525175750    
   6.18893957     -0.541122377    
   6.22035551     -0.556876779    
   6.25177145     -0.572433352    
   6.28318739     -0.587786317    
   6.31460333     -0.602930605    
   6.34601927     -0.617860734    
   6.37743521     -0.632571280    
   6.40885115     -0.647057116    
   6.44026709     -0.661312878    
   6.47168303     -0.675333858    
   6.50309896     -0.689114869    
   6.53451490     -0.702651024    
   6.56593084     -0.715937555    
   6.59734678     -0.728969574    
   6.62876272     -0.741742730    
   6.66017866     -0.754252374    
   6.69159460     -0.766493976    
   6.72301054     -0.778463125    
   6.75442648     -0.790156007    
   6.78584242     -0.801567852    
   6.81725836     -0.812695205    
   6.84867430     -0.823533475    
   6.88009024     -0.834079206    
   6.91150618     -0.844328821    
   6.94292212     -0.854278207    
   6.97433805     -0.863924325    
   7.00575399     -0.873263240    
   7.03716993     -0.882291913    
   7.06858587     -0.891007304    
   7.10000181     -0.899405956    
   7.13141775     -0.907485187    
   7.16283369     -0.915241838    
   7.19424963     -0.922673285    
   7.22566557     -0.929777145    
   7.25708151     -0.936550438    
   7.28849745     -0.942991138    
   7.31991339     -0.949096680    
   7.35132933     -0.954864979    
   7.38274527     -0.960294187    
   7.41416121     -0.965382040    
   7.44557714     -0.970127046    
   7.47699308     -0.974527240    
   7.50840902     -0.978581250    
   7.53982496     -0.982287586    
   7.57124090     -0.985644877    
   7.60265684     -0.988652050    
   7.63407278     -0.991307855    
   7.66548872     -0.993611515    
   7.69690466     -0.995562136    
   7.72832060     -0.997159004    
   7.75973654     -0.998401642    
   7.79115248     -0.999289513    
   7.82256842     -0.999822378    
   7.85398436      -1.00000000    
   7.88540030     -0.999822319    
   7.91681623     -0.999289393    
   7.94823217     -0.998401463    
   7.97964811     -0.997158766    
   8.01106358     -0.995561838    
   8.04247952     -0.993611097    
   8.07389545     -0.991307437    
   8.10531139     -0.988651514    
   8.13672733     -0.985644281    
   8.16814327     -0.982286990    
   8.19955921     -0.978580534    
   8.23097515     -0.974526525    
   8.26239109     -0.970126271    
   8.29380703     -0.965381205    
   8.32522297     -0.960293233    
   8.35663891     -0.954863966    
   8.38805485     -0.949095607    
   8.41947079     -0.942990065    
   8.45088673     -0.936549246    
   8.48230267     -0.929775894    
   8.51371861     -0.922672033    
   8.54513454     -0.915240467    
   8.57655048     -0.907483757    
   8.60796642     -0.899404466    
   8.63938236     -0.891005754    
   8.67079830     -0.882290304    
   8.70221424     -0.873261631    
   8.73363018     -0.863922656    
   8.76504612     -0.854276478    
   8.79646206     -0.844327033    
   8.82787800     -0.834077358    
   8.85929394     -0.823531568    
   8.89070988     -0.812693238    
